Nome do Produto,Categoria do Produto,Preço do Produto (R$),Filial,Quantidade em Estoque,Data da Venda
Corretivo,Roupas,91.26,Filial 7,33,Indisponível
Delineador líquido,Eletrodomésticos,43.7,Filial 2,73,Indisponível
Máscara de cílios,Alimentos,58.36,Filial 2,49,Indisponível
Blush em pó,Eletrodomésticos,93.92,Filial 9,33,Indisponível
Máscara de cílios,Eletrônicos,98.07,Filial 2,38,Indisponível
Máscara de cílios,Eletrodomésticos,28.63,Filial 5,53,Indisponível
Pó compacto,Eletrônicos,61.67,Filial 5,68,Indisponível
Batom matte,Roupas,56.5,Filial 10,17,Indisponível
Batom líquido,Alimentos,47.76,Filial 6,21,Indisponível
Sombra de olhos,Roupas,30.49,Filial 3,19,Indisponível
Base líquida,Eletrônicos,56.13,Filial 9,11,Indisponível
Blush em pó,Alimentos,82.59,Filial 8,27,Indisponível
Delineador líquido,Eletrônicos,13.42,Filial 4,37,Indisponível
Batom matte,Alimentos,39.35,Filial 1,97,Indisponível
Lápis de sobrancelha,Eletrônicos,42.17,Filial 4,82,Indisponível
Batom líquido,Roupas,82.32,Filial 1,93,Indisponível
Lápis de sobrancelha,Eletrodomésticos,11.96,Filial 9,73,Indisponível
Corretivo,Alimentos,95.8,Filial 1,43,Indisponível
Máscara de cílios,Eletrodomésticos,14.82,Filial 7,69,Indisponível
Base líquida,Alimentos,51.18,Filial 7,45,Indisponível
Base líquida,Eletrônicos,37.26,Filial 4,59,Indisponível
Pó compacto,Roupas,82.9,Filial 9,36,Indisponível
Delineador líquido,Eletrodomésticos,56.1,Filial 2,70,Indisponível
Corretivo,Eletrônicos,18.37,Filial 2,78,Indisponível
Pó compacto,Alimentos,86.4,Filial 6,34,Indisponível
Sombra de olhos,Eletrônicos,70.19,Filial 3,80,Indisponível
Lápis de sobrancelha,Roupas,44.29,Filial 10,58,Indisponível
Corretivo,Alimentos,64.62,Filial 3,32,Indisponível
Sombra de olhos,Alimentos,53.29,Filial 7,11,Indisponível
Corretivo,Roupas,71.02,Filial 8,15,Indisponível
Pó compacto,Eletrodomésticos,82.45,Filial 8,69,Indisponível
Corretivo,Eletrodomésticos,8.14,Filial 10,92,Indisponível
Lápis de sobrancelha,Eletrodomésticos,13.38,Filial 9,56,Indisponível
Corretivo,Eletrônicos,41.43,Filial 8,100,Indisponível
Batom líquido,Eletrônicos,74.63,Filial 5,53,Indisponível
Máscara de cílios,Roupas,37.4,Filial 5,47,Indisponível
Lápis de sobrancelha,Eletrodomésticos,75.63,Filial 8,7,Indisponível
Blush em pó,Eletrônicos,65.34,Filial 9,73,Indisponível
Pó compacto,Eletrônicos,81.01,Filial 4,18,Indisponível
Lápis de sobrancelha,Eletrônicos,37.87,Filial 6,6,Indisponível
Sombra de olhos,Roupas,58.5,Filial 2,71,Indisponível
Corretivo,Roupas,4.31,Filial 2,88,Indisponível
Base líquida,Alimentos,88.56,Filial 3,24,Indisponível
Blush em pó,Eletrodomésticos,4.67,Filial 3,98,Indisponível
Corretivo,Alimentos,83.91,Filial 4,92,Indisponível
Batom líquido,Alimentos,83.91,Filial 9,47,Indisponível
Pó compacto,Alimentos,15.66,Filial 4,5,Indisponível
Base líquida,Alimentos,55.73,Filial 9,89,Indisponível
Blush em pó,Eletrodomésticos,67.12,Filial 2,37,Indisponível
Base líquida,Eletrônicos,90.81,Filial 6,39,Indisponível
Máscara de cílios,Eletrodomésticos,97.43,Filial 1,47,Indisponível
Pó compacto,Eletrônicos,45.93,Filial 3,40,Indisponível
Sombra de olhos,Eletrônicos,56.55,Filial 7,57,Indisponível
Pó compacto,Roupas,95.59,Filial 5,47,Indisponível
Batom matte,Alimentos,44.98,Filial 3,84,Indisponível
Corretivo,Roupas,89.59,Filial 10,84,Indisponível
Pó compacto,Roupas,53.74,Filial 1,14,Indisponível
Máscara de cílios,Alimentos,24.98,Filial 3,40,Indisponível
Máscara de cílios,Eletrodomésticos,68.5,Filial 8,20,Indisponível
Máscara de cílios,Roupas,45.86,Filial 4,82,Indisponível
Delineador líquido,Alimentos,42.64,Filial 2,87,Indisponível
Pó compacto,Eletrodomésticos,97.71,Filial 6,30,Indisponível
Pó compacto,Roupas,51.25,Filial 3,93,Indisponível
Blush em pó,Eletrônicos,49.61,Filial 8,27,Indisponível
Delineador líquido,Alimentos,96.49,Filial 2,64,Indisponível
Batom líquido,Roupas,36.46,Filial 5,69,Indisponível
Batom líquido,Roupas,72.75,Filial 2,99,Indisponível
Sombra de olhos,Eletrônicos,6.8,Filial 9,99,Indisponível
Lápis de sobrancelha,Roupas,83.8,Filial 4,32,Indisponível
Máscara de cílios,Eletrônicos,24.46,Filial 6,36,Indisponível
Pó compacto,Roupas,14.9,Filial 9,23,Indisponível
Pó compacto,Alimentos,97.06,Filial 5,99,Indisponível
Batom líquido,Alimentos,31.23,Filial 3,45,Indisponível
Base líquida,Roupas,83.21,Filial 6,12,Indisponível
Máscara de cílios,Eletrônicos,78.69,Filial 9,88,Indisponível
Corretivo,Roupas,63.99,Filial 1,43,Indisponível
Base líquida,Alimentos,37.17,Filial 7,76,Indisponível
Batom líquido,Eletrônicos,75.44,Filial 1,97,Indisponível
Batom matte,Roupas,95.08,Filial 1,24,Indisponível
Delineador líquido,Alimentos,98.95,Filial 3,12,Indisponível
Corretivo,Eletrodomésticos,95.38,Filial 8,48,Indisponível
Batom matte,Roupas,30.46,Filial 5,46,Indisponível
Delineador líquido,Alimentos,28.74,Filial 4,23,Indisponível
Batom matte,Alimentos,42.2,Filial 8,25,Indisponível
Pó compacto,Eletrônicos,55.38,Filial 2,67,Indisponível
Delineador líquido,Eletrodomésticos,19.85,Filial 7,31,Indisponível
Máscara de cílios,Eletrônicos,10.6,Filial 10,94,Indisponível
Delineador líquido,Eletrônicos,75.07,Filial 5,70,Indisponível
Batom matte,Alimentos,71.05,Filial 9,57,Indisponível
Sombra de olhos,Eletrônicos,61.71,Filial 7,40,Indisponível
Corretivo,Alimentos,54.69,Filial 8,77,Indisponível
Batom líquido,Roupas,76.14,Filial 8,48,Indisponível
Batom líquido,Eletrônicos,82.16,Filial 4,37,Indisponível
Batom líquido,Alimentos,16.79,Filial 1,82,Indisponível
Corretivo,Alimentos,11.5,Filial 4,32,Indisponível
Base líquida,Eletrônicos,21.62,Filial 5,25,Indisponível
Base líquida,Alimentos,88.11,Filial 5,16,Indisponível
Blush em pó,Eletrônicos,60.1,Filial 6,32,Indisponível
Base líquida,Eletrônicos,50.04,Filial 6,28,Indisponível
Batom matte,Eletrodomésticos,58.11,Filial 7,75,Indisponível
Batom líquido,Eletrodomésticos,3.17,Filial 9,33,Indisponível
Lápis de sobrancelha,Roupas,85.61,Filial 9,85,Indisponível
Sombra de olhos,Eletrônicos,36.62,Filial 5,73,Indisponível
Delineador líquido,Eletrodomésticos,3.34,Filial 4,69,Indisponível
Base líquida,Eletrodomésticos,62.61,Filial 4,94,Indisponível
Máscara de cílios,Eletrônicos,38.54,Filial 7,37,Indisponível
Base líquida,Alimentos,42.43,Filial 8,9,Indisponível
Pó compacto,Eletrodomésticos,31.08,Filial 8,22,Indisponível
Delineador líquido,Eletrodomésticos,90.15,Filial 7,14,Indisponível
Pó compacto,Eletrodomésticos,37.13,Filial 3,12,Indisponível
Blush em pó,Alimentos,6.27,Filial 4,67,Indisponível
Base líquida,Eletrônicos,93.22,Filial 10,98,Indisponível
Base líquida,Roupas,18.28,Filial 10,84,Indisponível
Batom líquido,Eletrônicos,71.76,Filial 5,50,Indisponível
Batom líquido,Eletrônicos,53.92,Filial 6,66,Indisponível
Corretivo,Eletrônicos,75.69,Filial 1,20,Indisponível
Pó compacto,Eletrônicos,84.95,Filial 4,27,Indisponível
Delineador líquido,Eletrodomésticos,66.7,Filial 4,46,Indisponível
Pó compacto,Roupas,94.75,Filial 6,30,Indisponível
Pó compacto,Alimentos,24.98,Filial 1,57,Indisponível
Máscara de cílios,Eletrônicos,31.01,Filial 9,94,Indisponível
Pó compacto,Alimentos,97.23,Filial 9,62,Indisponível
Batom líquido,Eletrônicos,50.61,Filial 8,55,Indisponível
Máscara de cílios,Eletrônicos,94.73,Filial 3,7,Indisponível
Lápis de sobrancelha,Eletrônicos,62.56,Filial 8,80,Indisponível
Corretivo,Eletrodomésticos,21.48,Filial 6,94,Indisponível
Sombra de olhos,Eletrodomésticos,6.89,Filial 3,59,Indisponível
Lápis de sobrancelha,Roupas,90.58,Filial 5,55,Indisponível
Base líquida,Eletrônicos,3.66,Filial 1,41,Indisponível
Corretivo,Eletrônicos,10.61,Filial 5,40,Indisponível
Corretivo,Roupas,34.15,Filial 7,11,Indisponível
Delineador líquido,Eletrônicos,17.83,Filial 2,33,Indisponível
Delineador líquido,Eletrodomésticos,99.34,Filial 4,80,Indisponível
Lápis de sobrancelha,Roupas,56.52,Filial 6,3,Indisponível
Máscara de cílios,Roupas,17.72,Filial 8,62,Indisponível
Lápis de sobrancelha,Roupas,25.46,Filial 4,75,Indisponível
Batom matte,Roupas,69.88,Filial 10,31,Indisponível
Corretivo,Eletrodomésticos,6.32,Filial 3,15,Indisponível
Delineador líquido,Alimentos,40.42,Filial 2,61,Indisponível
Delineador líquido,Alimentos,90.03,Filial 9,30,Indisponível
Máscara de cílios,Roupas,35.45,Filial 1,79,Indisponível
Lápis de sobrancelha,Eletrodomésticos,91.09,Filial 4,65,Indisponível
Corretivo,Alimentos,42.51,Filial 4,85,Indisponível
Blush em pó,Roupas,85.01,Filial 5,59,Indisponível
Blush em pó,Eletrônicos,7.24,Filial 8,46,Indisponível
Pó compacto,Alimentos,20.4,Filial 2,39,Indisponível
Base líquida,Alimentos,71.61,Filial 4,42,Indisponível
Blush em pó,Roupas,16.63,Filial 9,37,Indisponível
Base líquida,Eletrodomésticos,88.2,Filial 9,15,Indisponível
Base líquida,Eletrodomésticos,67.61,Filial 8,50,Indisponível
Sombra de olhos,Alimentos,49.48,Filial 4,36,Indisponível
Batom líquido,Roupas,23.25,Filial 2,67,Indisponível
Blush em pó,Alimentos,38.12,Filial 6,54,Indisponível
Pó compacto,Eletrônicos,10.02,Filial 4,80,Indisponível
Máscara de cílios,Roupas,18.87,Filial 9,6,Indisponível
Sombra de olhos,Roupas,51.22,Filial 6,37,Indisponível
Base líquida,Eletrônicos,74.66,Filial 4,4,Indisponível
Batom líquido,Eletrônicos,88.13,Filial 6,82,Indisponível
Lápis de sobrancelha,Alimentos,2.87,Filial 1,22,Indisponível
Corretivo,Eletrodomésticos,67.83,Filial 3,23,Indisponível
Pó compacto,Eletrodomésticos,25.68,Filial 7,17,Indisponível
Sombra de olhos,Eletrônicos,2.36,Filial 1,70,Indisponível
Batom líquido,Eletrônicos,9.79,Filial 1,61,Indisponível
Batom líquido,Alimentos,4.47,Filial 3,39,Indisponível
Blush em pó,Alimentos,62.14,Filial 8,39,Indisponível
Lápis de sobrancelha,Roupas,53.19,Filial 5,22,Indisponível
Batom líquido,Alimentos,40.39,Filial 7,90,Indisponível
Pó compacto,Alimentos,92.02,Filial 8,66,Indisponível
Pó compacto,Eletrônicos,50.99,Filial 9,28,Indisponível
Delineador líquido,Eletrônicos,83.54,Filial 2,47,Indisponível
Batom líquido,Alimentos,65.97,Filial 3,99,Indisponível
Pó compacto,Roupas,39.43,Filial 10,60,Indisponível
Corretivo,Alimentos,40.15,Filial 7,57,Indisponível
Lápis de sobrancelha,Eletrônicos,83.26,Filial 7,65,Indisponível
Batom matte,Eletrônicos,92.3,Filial 2,65,Indisponível
Sombra de olhos,Alimentos,9.01,Filial 4,67,Indisponível
Lápis de sobrancelha,Eletrodomésticos,89.1,Filial 1,50,Indisponível
Blush em pó,Eletrônicos,39.98,Filial 10,62,Indisponível
Sombra de olhos,Alimentos,80.16,Filial 8,16,Indisponível
Lápis de sobrancelha,Eletrônicos,84.42,Filial 1,8,Indisponível
Pó compacto,Eletrônicos,27.44,Filial 3,17,Indisponível
Base líquida,Eletrônicos,52.36,Filial 4,69,Indisponível
Lápis de sobrancelha,Eletrodomésticos,78.69,Filial 3,32,Indisponível
Batom matte,Alimentos,59.92,Filial 4,75,Indisponível
Corretivo,Roupas,17.26,Filial 3,52,Indisponível
Delineador líquido,Alimentos,93.22,Filial 9,96,Indisponível
Máscara de cílios,Eletrodomésticos,89.68,Filial 4,34,Indisponível
Batom líquido,Eletrônicos,65.97,Filial 6,14,Indisponível
Blush em pó,Alimentos,97.15,Filial 6,20,Indisponível
Pó compacto,Alimentos,14.93,Filial 1,95,Indisponível
Blush em pó,Roupas,57.54,Filial 1,49,Indisponível
Batom matte,Eletrodomésticos,72.76,Filial 9,3,Indisponível
Máscara de cílios,Eletrônicos,56.37,Filial 8,11,Indisponível
Delineador líquido,Alimentos,80.89,Filial 3,87,Indisponível
Sombra de olhos,Alimentos,86.28,Filial 3,27,Indisponível
Blush em pó,Eletrônicos,2.94,Filial 5,23,Indisponível
Máscara de cílios,Eletrônicos,63.9,Filial 8,88,Indisponível
Blush em pó,Roupas,83.63,Filial 2,64,Indisponível
Máscara de cílios,Alimentos,34.01,Filial 6,24,Indisponível
Blush em pó,Eletrodomésticos,15.58,Filial 4,83,Indisponível
Batom matte,Roupas,37.43,Filial 4,86,Indisponível
Base líquida,Alimentos,45.14,Filial 4,50,Indisponível
Batom matte,Roupas,34.24,Filial 7,73,Indisponível
Máscara de cílios,Eletrônicos,25.01,Filial 3,13,Indisponível
Base líquida,Eletrodomésticos,51.84,Filial 9,50,Indisponível
Base líquida,Eletrônicos,71.64,Filial 6,36,Indisponível
Base líquida,Roupas,20.56,Filial 1,96,Indisponível
Corretivo,Eletrônicos,26.49,Filial 1,1,Indisponível
Sombra de olhos,Eletrônicos,88.63,Filial 2,16,Indisponível
Lápis de sobrancelha,Eletrônicos,66.66,Filial 5,12,Indisponível
Lápis de sobrancelha,Eletrodomésticos,53.7,Filial 8,54,Indisponível
Pó compacto,Alimentos,79.65,Filial 6,67,Indisponível
Batom matte,Eletrodomésticos,90.76,Filial 6,8,Indisponível
Corretivo,Alimentos,64.81,Filial 6,49,Indisponível
Pó compacto,Roupas,9.98,Filial 7,79,Indisponível
Sombra de olhos,Roupas,64.24,Filial 6,62,Indisponível
Batom líquido,Alimentos,30.89,Filial 4,24,Indisponível
Máscara de cílios,Alimentos,89.81,Filial 5,100,Indisponível
Blush em pó,Alimentos,40.4,Filial 10,30,Indisponível
Base líquida,Eletrodomésticos,23.63,Filial 10,44,Indisponível
Corretivo,Eletrodomésticos,8.2,Filial 1,62,Indisponível
Lápis de sobrancelha,Eletrodomésticos,70.49,Filial 9,94,Indisponível
Delineador líquido,Eletrodomésticos,52.26,Filial 8,91,Indisponível
Corretivo,Eletrônicos,25.43,Filial 2,45,Indisponível
Pó compacto,Eletrônicos,7.09,Filial 2,6,Indisponível
Delineador líquido,Alimentos,30.77,Filial 4,92,Indisponível
Corretivo,Alimentos,35.41,Filial 3,48,Indisponível
Corretivo,Eletrodomésticos,81.44,Filial 4,99,Indisponível
Batom líquido,Roupas,21.39,Filial 9,10,Indisponível
Base líquida,Alimentos,61.54,Filial 1,86,Indisponível
Batom líquido,Eletrônicos,94.07,Filial 1,37,Indisponível
Máscara de cílios,Eletrônicos,15.38,Filial 3,43,Indisponível
Corretivo,Alimentos,2.5,Filial 1,52,Indisponível
Batom matte,Roupas,54.82,Filial 7,16,Indisponível
Batom matte,Eletrodomésticos,34.48,Filial 5,88,Indisponível
Blush em pó,Alimentos,30.69,Filial 8,37,Indisponível
Base líquida,Alimentos,44.64,Filial 5,97,Indisponível
Lápis de sobrancelha,Alimentos,14.67,Filial 5,74,Indisponível
Sombra de olhos,Alimentos,33.21,Filial 1,48,Indisponível
Delineador líquido,Eletrônicos,25.44,Filial 7,39,Indisponível
Máscara de cílios,Alimentos,27.51,Filial 1,71,Indisponível
Blush em pó,Roupas,55.61,Filial 8,54,Indisponível
Pó compacto,Eletrodomésticos,59.93,Filial 10,97,Indisponível
Blush em pó,Eletrônicos,18.96,Filial 7,18,Indisponível
Batom líquido,Roupas,87.89,Filial 10,46,Indisponível
Corretivo,Alimentos,17.4,Filial 5,30,Indisponível
Sombra de olhos,Eletrodomésticos,65.22,Filial 1,94,Indisponível
Delineador líquido,Roupas,40.96,Filial 10,2,Indisponível
Delineador líquido,Eletrodomésticos,60.66,Filial 4,75,Indisponível
Pó compacto,Eletrodomésticos,58.21,Filial 1,82,Indisponível
Máscara de cílios,Eletrônicos,37.24,Filial 6,72,Indisponível
Base líquida,Roupas,42.15,Filial 10,25,Indisponível
Sombra de olhos,Eletrodomésticos,73.35,Filial 7,15,Indisponível
Sombra de olhos,Eletrônicos,42.4,Filial 5,83,Indisponível
Corretivo,Alimentos,7.86,Filial 8,22,Indisponível
Lápis de sobrancelha,Alimentos,87.57,Filial 4,1,Indisponível
Batom matte,Eletrônicos,96.12,Filial 7,24,Indisponível
Lápis de sobrancelha,Alimentos,98.21,Filial 6,100,Indisponível
Delineador líquido,Alimentos,28.57,Filial 3,68,Indisponível
Corretivo,Eletrodomésticos,94.33,Filial 3,57,Indisponível
Pó compacto,Eletrônicos,52.31,Filial 1,50,Indisponível
Delineador líquido,Eletrodomésticos,82.71,Filial 2,77,Indisponível
Corretivo,Eletrodomésticos,55.42,Filial 4,100,Indisponível
Corretivo,Alimentos,77.06,Filial 4,56,Indisponível
Base líquida,Eletrodomésticos,29.79,Filial 10,27,Indisponível
Batom líquido,Eletrônicos,9.15,Filial 2,13,Indisponível
Máscara de cílios,Roupas,62.13,Filial 2,61,Indisponível
Máscara de cílios,Eletrodomésticos,32.4,Filial 1,25,Indisponível
Blush em pó,Eletrônicos,93.13,Filial 8,58,Indisponível
Delineador líquido,Eletrônicos,28.66,Filial 4,26,Indisponível
Pó compacto,Eletrodomésticos,35.72,Filial 2,59,Indisponível
Pó compacto,Eletrônicos,61.84,Filial 5,18,Indisponível
Sombra de olhos,Eletrônicos,38.33,Filial 1,29,Indisponível
Delineador líquido,Roupas,22.51,Filial 1,42,Indisponível
Base líquida,Eletrodomésticos,34.06,Filial 2,38,Indisponível
Sombra de olhos,Alimentos,53.4,Filial 4,84,Indisponível
Batom líquido,Roupas,60.46,Filial 5,93,Indisponível
Blush em pó,Eletrodomésticos,84.41,Filial 1,3,Indisponível
Base líquida,Roupas,62.87,Filial 8,77,Indisponível
Delineador líquido,Eletrônicos,2.96,Filial 8,97,Indisponível
Sombra de olhos,Alimentos,86.25,Filial 4,32,Indisponível
Máscara de cílios,Roupas,12.88,Filial 5,30,Indisponível
Lápis de sobrancelha,Alimentos,62.66,Filial 3,10,Indisponível
Blush em pó,Eletrodomésticos,53.0,Filial 5,16,Indisponível
Delineador líquido,Roupas,81.99,Filial 7,54,Indisponível
Corretivo,Eletrônicos,99.83,Filial 2,47,Indisponível
Sombra de olhos,Eletrônicos,6.85,Filial 8,49,Indisponível
Blush em pó,Eletrodomésticos,10.1,Filial 7,16,Indisponível
Pó compacto,Alimentos,79.94,Filial 9,98,Indisponível
Lápis de sobrancelha,Eletrônicos,47.53,Filial 10,70,Indisponível
Pó compacto,Eletrônicos,50.49,Filial 8,26,Indisponível
Lápis de sobrancelha,Eletrodomésticos,19.21,Filial 7,88,Indisponível
Delineador líquido,Eletrônicos,92.27,Filial 3,42,Indisponível
Batom matte,Roupas,39.66,Filial 2,4,Indisponível
Batom matte,Eletrônicos,74.73,Filial 9,48,Indisponível
Base líquida,Alimentos,67.24,Filial 8,58,Indisponível
Batom líquido,Eletrodomésticos,24.74,Filial 2,26,Indisponível
Máscara de cílios,Eletrodomésticos,72.5,Filial 10,10,Indisponível
Blush em pó,Roupas,28.73,Filial 5,86,Indisponível
Blush em pó,Roupas,57.79,Filial 2,16,Indisponível
Batom líquido,Eletrônicos,1.08,Filial 8,25,Indisponível
Batom líquido,Eletrônicos,7.75,Filial 3,94,Indisponível
Lápis de sobrancelha,Alimentos,87.53,Filial 8,52,Indisponível
Delineador líquido,Eletrônicos,72.43,Filial 7,83,Indisponível
Batom matte,Alimentos,66.96,Filial 5,94,Indisponível
Delineador líquido,Roupas,73.15,Filial 1,44,Indisponível
Corretivo,Eletrodomésticos,89.15,Filial 10,25,Indisponível
Delineador líquido,Roupas,61.3,Filial 1,87,Indisponível
Batom matte,Alimentos,85.74,Filial 4,17,Indisponível
Pó compacto,Eletrônicos,14.16,Filial 9,18,Indisponível
Batom matte,Alimentos,81.19,Filial 10,25,Indisponível
Máscara de cílios,Eletrônicos,9.06,Filial 5,40,Indisponível
Corretivo,Eletrônicos,6.11,Filial 6,84,Indisponível
Blush em pó,Alimentos,23.31,Filial 2,23,Indisponível
Base líquida,Roupas,26.25,Filial 1,29,Indisponível
Máscara de cílios,Roupas,56.65,Filial 3,85,Indisponível
Pó compacto,Alimentos,35.27,Filial 3,79,Indisponível
Batom matte,Alimentos,83.79,Filial 5,4,Indisponível
Delineador líquido,Eletrônicos,83.03,Filial 8,44,Indisponível
Máscara de cílios,Eletrônicos,26.58,Filial 3,72,Indisponível
Blush em pó,Roupas,92.29,Filial 6,97,Indisponível
Pó compacto,Alimentos,59.49,Filial 10,84,Indisponível
Sombra de olhos,Alimentos,29.49,Filial 5,92,Indisponível
Pó compacto,Eletrônicos,76.7,Filial 6,80,Indisponível
